Neighborhoods,r0,r1,Rpl1,Ln(Rpl1),Rpl2,Rpl3,Rpl4,Rpl Overall,Raw Visitor,Ln(Visitors),Raw Visits,Ln(Visits),Tot pop,Sum of Area Sqmi,Pop Dens,Ln(pop dens),Males,Males perc,Females,Female perc,White pop,White perc,Asian pop,Asian perc,Ln(Asian perc+1),Afri Amer perc,Afri Amer pop,Ln(Afri Amer perc+1),Pacific Isl pop,Pacific Isl perc,Log(Pacific Isl perc+1),Other pop,Two or more pop
South Whittier,148.59,278.61,0.53328331,-0.628702458,2.230569231,1.985823077,1.395484615,2.438469231,38523,10.55901074,71716,11.18046915,63826,6.932683034,9206.536587,9.127669009,30765,0.482013599,32044,0.502052455,34121,0.534594053,2706,0.042396516,0.041522405,0.006799737,434,0.006776723,101,0.001582427,0.001581176,22206,2570
Southeast Antelope Valley,0,0,1.585475,0.460884047,2.149975,2.5202,0.879,1.585475,4314,8.369620827,7747,8.955060951,8086,173.4018496,46.6315672,3.84227772,3776,0.466979965,3786,0.468216671,4935,0.610314123,236,0.029186248,0.02876844,0.001236705,10,0.001235941,47,0.005812515,0.005795688,1758,334
Stevenson Ranch,114.47,162.17,1.434546923,0.360849066,1.4371,1.6133,0.488,0.424,53982.93893,10.89642333,101468.8244,11.52750688,5979,1.434546923,4167.866456,8.335159543,2960,0.495066065,3207,0.536377321,4382,0.732898478,1260,0.210737582,0.191229746,0.00167252,10,0.001671123,0,0,0,47,275
Studio City,280.75,365.42,0.669096705,-0.401826678,1.1767,1.1819,0.3277,1.987455556,14845,9.605418387,30088,10.3118817,43458,6.021870344,7216.694734,8.884152334,20454,0.470661328,22186,0.5105159,33972,0.781720282,2998,0.068986148,0.066710674,0.001610751,70,0.001609455,94,0.002163008,0.002160672,889,1860
Sun Valley,377.27,617.34,0.524414026,-0.645473781,2.77525,1.96698,1.52194,2.75949,70028,11.15665044,133443,11.8014297,71384,10.48828052,6806.072726,8.825570541,35938,0.50344615,37476,0.524991595,50401,0.706054578,4708,0.065953155,0.06386938,0.008895551,635,0.008856219,14,0.000196122,0.000196103,14243,1617
Sunland,543.9,784.01,0.742807223,-0.297318726,1.684166667,1.891066667,0.808066667,1.715533333,4400,8.38935982,8602,9.059750013,13715,2.22842167,6154.580251,8.72495184,6789,0.495005468,7119,0.519066715,10932,0.797083485,1283,0.093547211,0.089426734,0.00889537,122,0.008856039,267,0.019467736,0.019280664,464,552
Tarzana,304.44,566.78,0.92691484,-0.075893584,1.42872,2.12026,0.69493,1.77086,25364,10.14108612,51536,10.85003587,39260,9.269148397,4235.556312,8.351269959,18757,0.477763627,19853,0.505680082,29656,0.755374427,2593,0.066046867,0.06395729,0.00084055,33,0.000840197,0,0,0,2981,1623
Temple City,241.39,449.87,0.527100328,-0.640364373,1.864071429,1.901285714,1.568485714,2.304042857,39330,10.57974287,80836,11.30017769,34401,3.689702296,9323.516436,9.140295137,16315,0.474259469,18730,0.544460917,8453,0.245719601,19977,0.580709863,0.457874027,0.001685998,58,0.001684578,118,0.003430133,0.003424264,5193,828
Toluca Lake,160.85,229.78,0.420764693,-0.865681526,1.5657,1.218133333,0.5172,2.004666667,6836,8.829958044,16101,9.686636661,10674,1.26229408,8456.032686,9.042635393,5152,0.482668166,5097,0.477515458,8013,0.750702642,822,0.077009556,0.074188271,0.00637062,68,0.006350413,49,0.004590594,0.004580089,222,513
Torrance,217.06,262.61,0.660534446,-0.414706005,1.069254839,1.705680645,0.882290323,2.309258065,117157,11.67127019,224235,12.32044989,146392,20.47656783,7149.244991,8.874762034,72282,0.493756489,75025,0.512493852,74312,0.507623367,50567,0.345421881,0.29670763,0.004221542,618,0.004212656,777,0.005307667,0.005293631,7475,9752
Tujunga,334.41,445.88,1.538501687,0.430809012,1.8826,2.172957143,0.801642857,2.226671429,30679,10.33133366,56564,10.94312802,25287,10.76951181,2348.017296,7.761326547,12355,0.488590976,13081,0.51730138,18717,0.740182703,1796,0.071024637,0.068615795,0.002412307,61,0.002409402,3,0.000118638,0.000118631,3465,864
University Park,407.93,772.14,0.17689732,-1.732185828,3.165285714,0.922714286,1.179114286,3.719614286,37266,10.52583666,88195,11.38730555,25307,1.238281238,20437.19894,9.925111997,12315,0.486624254,13049,0.515628087,9749,0.385229383,7235,0.28588928,0.251450526,0.003595843,91,0.003589393,58,0.002291856,0.002289234,5552,1032
Valinda,158.32,402.21,0.411965557,-0.886815533,2.0294,1.871866667,1.436066667,1.819233333,17124,9.748236267,28729,10.26566234,13177,1.235896671,10661.89457,9.274431409,8159,0.619184943,7942,0.602716855,5822,0.441830462,3086,0.234195947,0.210419703,0.006071185,80,0.00605283,0,0,0,6409,481
Valley Glen,336.49,453.09,0.319186559,-1.141979523,2.451013333,1.930873333,1.170373333,2.811566667,42110,10.64804052,83973,11.3382506,61731,4.787798391,12893.40005,9.464470835,30552,0.494921514,31021,0.502518994,40874,0.662130858,3504,0.056762405,0.055209899,0.005118984,316,0.005105927,66,0.001069155,0.001068584,11566,2016
Valley Village,691.75,877.83,0.354080862,-1.038229968,2.1867,1.6435,0.77242,2.43886,57750,10.96387863,109807,11.60647956,21039,1.770404311,11883.72615,9.382925193,10746,0.510765721,11166,0.530728647,16833,0.800085555,1174,0.055801131,0.054299845,0.007034555,148,0.007009928,68,0.003232093,0.003226881,1011,1333
Van Nuys,506.47,812.28,0.333599895,-1.097812923,2.947507692,1.933715385,1.524530769,2.892611538,29062,10.27718676,49707,10.81390105,107785,8.673597261,12426.79326,9.427610167,53945,0.500487081,53082,0.492480401,46802,0.434216264,7859,0.072913671,0.070378005,0.004397643,474,0.004388002,84,0.000779329,0.000779025,44946,2069
Venice,165.26,200.68,0.284277215,-1.257805408,1.031109091,1.252145455,0.4074,2.006681818,30198,10.31553098,56777,10.94688659,36149,3.127049364,11560.09893,9.3553147,18340,0.507344602,17565,0.485905558,29243,0.808957371,1608,0.044482558,0.043521603,0.004287809,155,0.004278643,76,0.002102409,0.002100202,1334,1468
Vermont Knolls,453.49,988.37,0.233094025,-1.456313366,3.06535,2.1741,1.75785,2.8521,53982.93893,10.89642333,101468.8244,11.52750688,25767,1.398564147,18423.89572,9.821403781,11562,0.448713471,13031,0.505724376,4474,0.173632941,252,0.009779951,0.009732437,0.00058214,15,0.000581971,7,0.000271665,0.000271628,8853,575
Vermont Square,822.78,1123.16,0.25038586,-1.384752111,3.330811111,2.343922222,1.867577778,3.040888889,22794,10.03425262,43277,10.6753766,46335,2.25347274,20561.59774,9.931180428,21611,0.466407683,22305,0.481385562,9898,0.213618215,522,0.011265782,0.011202796,0.003820006,177,0.003812728,78,0.001683393,0.001681978,19781,820
Vermont Vista,441.9,876.51,0.275362991,-1.289665084,3.2576,2.5289,1.779133333,2.906833333,31477,10.3570124,60338,11.00771737,26920,1.652177948,16293.64442,9.698530398,11475,0.426263001,12673,0.47076523,6787,0.252117385,54,0.002005944,0.002003935,0.00230312,62,0.002300472,0,0,0,9012,609
Vernon,478.47,1435.41,4.825426348,1.573899093,1.1065,2.3004,1.3057,0.8206,53982.93893,10.89642333,101468.8244,11.52750688,52,4.825426348,10.77624986,2.377344626,44,0.846153846,44,0.846153846,14,0.269230769,15,0.288461538,0.2534489,0,0,0,0,0,0,32,13
Walnut,98.26,160.49,1.132595137,0.124511581,1.171214286,1.512485714,1.478914286,1.103142857,53982.93893,10.89642333,101468.8244,11.52750688,24645,7.928165958,3108.53735,8.041907589,12246,0.496895922,12218,0.495759789,4968,0.201582471,16156,0.655548793,0.504132551,0.002191114,54,0.002188717,0,0,0,1650,914
Walnut Park,371.68,854.86,0.186938136,-1.67697754,3.11615,1.9636,1.929475,2.016625,53982.93893,10.89642333,101468.8244,11.52750688,16034,0.747752546,21442.92264,9.973149923,8060,0.502681801,7731,0.482162904,10261,0.639952601,229,0.01428215,0.014181121,0.004552825,73,0.004542492,30,0.001871024,0.001869276,4908,273
Watts,356.19,763.93,0.253152844,-1.373761846,3.7409125,2.336425,1.83835,3.060425,53982.93893,10.89642333,101468.8244,11.52750688,42586,2.025222751,21027.81039,9.953601145,20209,0.474545625,22042,0.51758794,16950,0.398018128,291,0.006833232,0.006809991,0.006011365,256,0.005993369,119,0.002794346,0.002790449,13810,704
West Adams,550.13,868.62,0.269828798,-1.309967603,2.850116667,1.9846,1.70065,2.714233333,28482,10.25702759,50983,10.83924752,22746,1.61897279,14049.64935,9.550352717,11368,0.499780181,11761,0.517057944,9762,0.42917436,437,0.019212169,0.019029946,0.004220522,96,0.004211641,0,0,0,6027,423
West Carson,357.69,470.89,0.566463661,-0.568342347,1.89775,2.02695,1.37135,2.8388,53982.93893,10.89642333,101468.8244,11.52750688,22537,2.265854645,9946.357349,9.204961668,10892,0.483294139,11037,0.489728003,7489,0.332297999,7116,0.315747438,0.274404898,0.003017261,68,0.003012718,93,0.004126547,0.004118056,3381,1076
West Covina,167.23,342.77,0.450947159,-0.79640511,2.116008696,1.931356522,1.4633,2.245330435,49199,10.80362858,92319,11.43300525,89147,10.37178467,8595.145662,9.058952865,50335,0.564629208,51689,0.579817605,36666,0.411298193,30110,0.337756739,0.290994136,0.007347415,655,0.007320554,77,0.000863742,0.000863369,26640,3994
West Hills,194.85,362.56,0.846946432,-0.166117831,1.176245455,1.854727273,0.627563636,1.476527273,25600,10.15034763,49541,10.81055589,48144,9.316410757,5167.655362,8.550174356,22583,0.469071951,24939,0.518008475,33552,0.696909272,6812,0.14149219,0.132336345,0.00691675,333,0.006892939,15,0.000311565,0.000311516,2382,3004
West Hollywood,400.53,503.37,0.269655457,-1.31061022,1.125342857,1.280085714,0.515671429,2.312114286,73439,11.20421041,139334,11.84462921,36384,1.887588199,19275.39069,9.866584467,20675,0.568244283,14986,0.411884345,28208,0.77528584,1872,0.051451187,0.050171293,0.002336192,85,0.002333467,32,0.000879507,0.00087912,1915,1967
West Los Angeles,170.05,220.53,0.406273513,-0.900728669,0.8787,1.51735,0.51965,2.499975,138,4.927253685,274,5.613128106,19736,1.625094052,12144.52787,9.404633966,8951,0.453536684,10328,0.523307661,14185,0.718737333,3369,0.170703283,0.157604665,5.07E-05,1,5.07E-05,25,0.001266721,0.001265919,295,822
West Puente Valley,274.53,467.72,0.372303255,-0.988046555,2.821,2.2946,1.72656,2.08166,31368,10.35354354,67371,11.11796994,23400,1.861516275,12570.39775,9.439099944,11462,0.48982906,12212,0.521880342,10382,0.443675214,2019,0.086282051,0.082760903,0.007350427,172,0.007323544,60,0.002564103,0.002560821,9824,756
Westchester,155.03,184.1,1.061446329,0.059632439,1.17615,1.303166667,0.560533333,1.453691667,61180,11.02157562,133718,11.80348838,44241,12.73735594,3473.326819,8.152868151,21194,0.479057887,23352,0.52783617,26885,0.60769422,6014,0.135937253,0.127458084,0.002961054,131,0.002956679,58,0.001311001,0.001310142,2508,3086
Westlake,684.02,1297.28,0.092749126,-2.377857001,3.13989,1.945383333,1.81428,3.43486,52051,10.85997929,99067,11.50355167,115154,2.782473791,41385.47517,10.63068526,58523,0.508215086,53246,0.462389496,32898,0.285686993,23250,0.201903538,0.183906582,0.013104191,1509,0.013019074,273,0.002370738,0.002367932,46717,2235
Westlake Village,71.77,71.77,0.758164559,-0.276854821,0.7339,2.0416,0.30235,1.34005,12781,9.455714972,25790,10.1577421,4258,1.516329118,2808.097496,7.940262485,2093,0.491545326,2237,0.525364021,3766,0.884452795,363,0.085251292,0.081811566,0.00234852,10,0.002345767,0,0,0,54,108
Westwood,107.19,131.22,0.286170278,-1.251168268,1.3821,1.024830769,0.536276923,2.325146154,7024,8.857088135,24020,10.0866421,54541,3.720213619,14660.71726,9.592926901,25472,0.467024807,28427,0.521204232,33103,0.6069379,15017,0.275334152,0.243208224,0.001265103,69,0.001264303,39,0.000715058,0.000714802,1801,2750
Whittier,373.58,747.42,0.850922433,-0.161434303,1.817444444,1.911711111,1.117627778,2.125366667,34619,10.45215794,72325,11.18892513,78008,15.31660379,5093.035053,8.535629209,38896,0.498615527,40465,0.518728848,44314,0.568069942,4074,0.052225413,0.050907362,0.003576556,279,0.003570175,33,0.000423034,0.000422945,26942,2346
Whittier Narrows,0,0,2.268694039,0.819204353,2.4705,2.0294,1.6788,2.812,53982.93893,10.89642333,101468.8244,11.52750688,3479,2.268694039,1533.481351,7.335295822,1716,0.493245185,1594,0.458177637,1985,0.570566255,638,0.18338603,0.168379846,0.000862317,3,0.000861945,0,0,0,559,73
Willowbrook,260.65,684.56,0.484492308,-0.724653724,3.325166667,2.263983333,1.777116667,3.067416667,117557,11.6746786,211265,12.26086855,31480,2.906953851,10829.20528,9.290001956,15388,0.488818297,15606,0.495743329,11704,0.371791614,111,0.003526048,0.003519846,0.006099111,192,0.006080587,84,0.002668361,0.002664807,9276,460
Wilmington,235.45,511.62,0.564218261,-0.572314115,2.85145625,2.0991625,1.66139375,2.52045625,20046,9.905784912,40264,10.60321305,56161,9.027492174,6221.107581,8.735703238,28337,0.504567226,28228,0.502626378,33711,0.600256406,1096,0.019515322,0.01932734,0.056605117,3179,0.055061049,291,0.005181532,0.005168154,15354,2009
Winnetka,411.31,596.69,0.495390663,-0.70240861,2.296663636,1.865009091,1.363763636,2.953927273,8610,9.060679597,15598,9.65489798,58803,5.449297295,10790.93263,9.286461489,29656,0.50432801,29171,0.496080132,25429,0.432443923,9375,0.159430641,0.147929058,0.003877353,228,0.003869855,83,0.001411493,0.001410498,18686,2924
Woodland Hills,193.96,248.33,0.93654862,-0.065553842,1.077935714,1.81955,0.509771429,1.683092857,33102,10.40734898,57001,10.95082409,59012,13.11168068,4500.719737,8.411992605,28243,0.478597573,29178,0.494441808,43366,0.734867485,5735,0.097183624,0.092746555,0.002660476,157,0.002656943,13,0.000220294,0.00022027,2329,3192
Cypress Park,292.5764322,482.3105025,0.200379216,-1.607543628,3.2765,2.0502,1.785333333,3.0862,53982.93893,10.89642333,101468.8244,11.52750688,9692,0.601137647,16122.76331,9.687987423,4746,0.489682212,4859,0.501341312,5498,0.567271977,738,0.076145274,0.073385466,0.014651259,142,0.014544966,3,0.000309534,0.000309486,3094,25
Larchmont,292.5764322,482.3105025,0.194750814,-1.636034415,1.48195,0.7017,1.28725,2.93725,53982.93893,10.89642333,101468.8244,11.52750688,7858,0.389501628,20174.49847,9.912174634,3827,0.487019598,4251,0.540977348,3763,0.478875032,2199,0.279842199,0.246736788,0,0,0,54,0.006871978,0.006848474,1328,345
Unincorporated Catalina Island,292.5764322,482.3105025,3.2735,1.185859749,0.4888,0.5747,0.1558,3.2735,53982.93893,10.89642333,101468.8244,11.52750688,407,130.2546927,3.124647501,1.139321477,292,0.717444717,187,0.459459459,401,0.985257985,8,0.01965602,0.019465335,0.01965602,8,0.019465335,16,0.039312039,0.038558993,38,8
Mayflower Village,292.5764322,482.3105025,0.569550386,-0.562908026,1.328666667,1.812933333,1.097233333,1.790433333,28022,10.24074519,48743,10.79431688,12783,1.708651157,7481.339855,8.92016718,6332,0.495345381,6512,0.509426582,6464,0.505671595,3261,0.255104436,0.227218785,0.009622154,123,0.009576156,99,0.007744661,0.007714825,1991,361
West Whittier-Los Nietos,292.5764322,482.3105025,0.532587554,-0.630007974,2.203216667,2.127233333,1.51215,2.561383333,42445,10.6559644,99577,11.50868649,29327,3.195525326,9177.520754,9.124512377,14627,0.498755413,14509,0.494731817,13957,0.475909571,418,0.014253077,0.014152457,0.022538957,661,0.022288708,65,0.002216388,0.002213935,12991,758
Mount Washington,292.5764322,482.3105025,0.510643061,-0.672084444,1.6882,1.764275,1.17975,1.7352,12600,9.441452093,27282,10.21398242,15688,2.042572244,7680.511691,8.94644145,7391,0.471124426,7611,0.485147884,8822,0.562340643,2027,0.129207037,0.121515649,0.006884243,108,0.006860655,0,0,0,3042,577
Sylmar,292.5764322,482.3105025,0.706911749,-0.346849445,2.293805556,2.349722222,1.502477778,2.324494444,53982.93893,10.89642333,101468.8244,11.52750688,82919,12.72441149,6516.529277,8.782097194,39797,0.479950313,41912,0.505457133,59409,0.71647029,4306,0.051930197,0.050626759,0.008466093,702,0.008430457,52,0.000627118,0.000626921,12740,2257
Lake View Terrace,292.5764322,482.3105025,1.419339009,0.350191277,2.174633333,2.183666667,1.360066667,3.3206,37460,10.53102898,64589,11.0757994,13935,4.258017026,3272.650136,8.093355375,7073,0.507570865,6398,0.459131683,9303,0.667599569,988,0.07090061,0.068499986,0.003013994,42,0.003009461,7,0.000502332,0.000502206,1594,400
Bel-Air,292.5764322,482.3105025,3.308314601,1.196438876,0.4427,1.9777,0.3543,2.0563,53982.93893,10.89642333,101468.8244,11.52750688,4779,3.308314601,1444.542184,7.275547723,2506,0.524377485,2350,0.491734673,3952,0.826951245,457,0.0956267,0.091326528,0,0,0,0,0,0,24,265
Castaic Canyons,292.5764322,482.3105025,10.40886246,2.342657603,1.5276,1.6786,0.715883333,1.301116667,21470,9.974411891,42253,10.65143064,37267,124.9063495,298.3595321,5.698299243,22943,0.615638501,16338,0.43840395,25884,0.694555505,4205,0.112834411,0.106910284,0.009847855,367,0.009799681,142,0.003810342,0.003803101,3514,3112
Unincorporated Santa Susana Mountains,292.5764322,482.3105025,1.318075,0.276172339,1.37635,1.70705,0.842,1.318075,80415,11.294956,150265,11.92015568,19563,77.06422484,253.8531989,5.536756143,9499,0.485559475,9820,0.501968001,12851,0.656903338,3600,0.184020856,0.168916151,0.003322599,65,0.003317091,7,0.000357818,0.000357754,837,1341
Castaic,292.5764322,482.3105025,1.988819381,0.687541187,1.046766667,1.503466667,0.506966667,0.5619,53982.93893,10.89642333,101468.8244,11.52750688,13436,5.966458144,2251.922275,7.719539475,6543,0.48697529,6947,0.517043763,10069,0.749404585,1513,0.112607919,0.106706736,0.000818696,11,0.000818361,56,0.004167907,0.004159245,581,809
South San Jose Hills,292.5764322,482.3105025,0.350607412,-1.048088166,2.9332,2.17024,1.78766,2.3083,53982.93893,10.89642333,101468.8244,11.52750688,23798,1.753037058,13575.29773,9.516007077,11394,0.478779729,11423,0.479998319,9684,0.406924952,2556,0.107403984,0.102018523,0.007101437,169,0.007076341,65,0.002731322,0.002727599,9309,487
Downtown,292.5764322,482.3105025,0.403700707,-0.9070815,2.249884615,1.227707692,1.2635,3.307230769,52230,10.86341232,105775,11.56906948,48287,5.248109197,9200.837518,9.127049793,25047,0.51871104,18521,0.383560793,16575,0.343260091,11952,0.247520036,0.221157609,0.004721768,228,0.004710655,86,0.001781018,0.001779434,4745,2450
Citrus,292.5764322,482.3105025,0.343216106,-1.069394984,2.489866667,1.517533333,1.509366667,3.162733333,2597,7.862112212,5231,8.562357743,15502,1.029648319,15055.626,9.619507021,7681,0.495484454,8195,0.528641466,6877,0.443620178,1217,0.078505999,0.075576749,0.0173526,269,0.017203763,24,0.001548187,0.00154699,6601,439
Ramona,292.5764322,482.3105025,1.020241717,0.020039577,1.16445,1.49305,1.12165,2.98215,18297,9.814492391,36743,10.51170301,7118,2.040483433,3488.389018,8.157195309,4146,0.582466985,4756,0.668165215,4888,0.68670975,1972,0.277044114,0.244548121,0.006602978,47,0.006581274,0,0,0,1305,529
Arlington Heights,292.5764322,482.3105025,0.166884288,-1.790454593,2.7175,2.028166667,1.844933333,3.57065,12669,9.446913344,24646,10.11236989,21688,1.00130573,21659.71826,9.983209513,11326,0.522224271,12152,0.560309849,6464,0.298045002,5205,0.239994467,0.215106918,0.006916267,150,0.006892459,0,0,0,8077,325
Northeast Antelope Valley,292.5764322,482.3105025,1.781716667,0.577577319,2.534033333,1.934433333,0.90445,1.781716667,44041,10.6928763,80618,11.29747723,20976,402.1157183,52.16408871,3.954394302,9502,0.452993898,9904,0.472158658,10604,0.50553013,592,0.028222731,0.027831808,0.006531274,137,0.006510038,58,0.002765065,0.002761249,4866,1026
Montecito Heights,292.5764322,482.3105025,0.430073667,-0.843798766,2.709914286,2.006985714,1.602914286,2.5653,33196,10.41018467,59858,10.99973037,24959,3.010515671,8290.606237,9.022878374,11677,0.46784727,12330,0.494010177,9906,0.396890901,4250,0.170279258,0.157242402,0.007812813,195,0.007782451,29,0.001161906,0.001161232,7762,937
Unincorporated Santa Monica Mountains,292.5764322,482.3105025,1.749671429,0.559428015,0.819514286,1.617785714,0.197571429,1.749671429,19887,9.897821531,39935,10.59500841,27871,104.0128861,267.9571834,5.590827204,13584,0.487388325,14395,0.516486671,23160,0.83097126,2432,0.087259158,0.083659996,0.003695598,103,0.003688786,32,0.001148147,0.001147488,404,929
Sepulveda Basin,292.5764322,482.3105025,3.088368508,1.127642961,0.86,1.5794,0.2581,1.2742,53982.93893,10.89642333,101468.8244,11.52750688,264,3.088368508,85.48202694,4.448306143,134,0.507575758,103,0.390151515,166,0.628787879,18,0.068181818,0.065957968,0.037878788,10,0.037179003,0,0,0,13,18
Griffith Park,292.5764322,482.3105025,8.074252283,2.088680268,0,0,0.9971,0,53982.93893,10.89642333,101468.8244,11.52750688,5,8.074252283,0.619252387,-0.479242356,0,0,5,1,1,0.2,3,0.6,0.470003629,0,0,0,0,0,0,1,0
Vincent,292.5764322,482.3105025,0.316170723,-1.151472949,1.8688,1.786275,1.286575,2.08595,30270,10.3179124,51711,10.8534258,14678,1.264682893,11606.07144,9.35928364,7824,0.533042649,7933,0.540468729,6327,0.431053277,1438,0.097969751,0.093462794,0.003133942,46,0.003129041,8,0.000545033,0.000544885,7041,734
Athens,292.5764322,482.3105025,0.499811163,-0.693524926,2.82775,1.96345,1.5841,2.68795,53982.93893,10.89642333,101468.8244,11.52750688,7615,0.999622325,7617.877082,8.938253012,3432,0.450689429,3852,0.505843729,1099,0.14432042,82,0.010768221,0.010710657,0.00013132,1,0.000131311,0,0,0,2309,256
Northwest Antelope Valley,292.5764322,482.3105025,2.3379,0.849253091,1.988,1.8346,0.2534,2.3379,33110,10.40759063,57682,10.96270045,3985,81.85854873,48.68153738,3.885299849,2088,0.523964868,1918,0.481304893,3278,0.822584693,63,0.015809285,0.01568562,0.017816813,71,0.017659954,9,0.002258469,0.002255922,138,106
East San Gabriel,292.5764322,482.3105025,0.497638219,-0.697881934,1.60952,1.72772,1.4805,2.04,3870,8.261009786,7747,8.955060951,24453,2.488191096,9827.621375,9.192952208,11341,0.463787674,12644,0.51707357,6421,0.262585368,13697,0.560135771,0.44477285,0.001676686,41,0.001675282,30,0.001226843,0.001226091,2816,668
Gramercy Park,292.5764322,482.3105025,0.572418416,-0.557885059,2.57735,2.6965,1.38935,2.82095,53982.93893,10.89642333,101468.8244,11.52750688,10687,1.144836832,9334.95473,9.141521206,4259,0.398521568,6467,0.605127725,1385,0.129596706,75,0.007017872,0.006993361,0,0,0,12,0.00112286,0.00112223,676,315
Baldwin Hills/Crenshaw,292.5764322,482.3105025,0.276873358,-1.284195069,2.616214286,2.187828571,1.313942857,2.327028571,1402,7.245655068,2333,7.754910272,26877,1.938113508,13867.60883,9.5373111,11935,0.444059977,14243,0.529932656,5958,0.221676526,1287,0.047884809,0.046773665,0.004167132,112,0.004158474,48,0.001785914,0.001784321,2328,1009
Lancaster,292.5764322,482.3105025,1.945852756,0.665700316,2.653171429,2.231467857,0.935121429,2.319996429,1077,6.981934677,2020,7.61085279,148901,54.48387717,2732.93693,7.913132108,75174,0.504858933,75041,0.503965722,96106,0.645435558,5444,0.036561205,0.035908701,0.004284726,638,0.004275573,404,0.002713212,0.002709538,8995,6732
Beverly Grove,292.5764322,482.3105025,0.208087018,-1.569798931,0.9718625,1.22765,0.3600125,2.421025,17411,9.764857469,45419,10.7236858,22370,1.664696147,13437.88777,9.505833442,10273,0.459231113,11985,0.535762181,17306,0.773625391,2158,0.096468485,0.092094547,0.002369245,53,0.002366443,12,0.000536433,0.000536289,890,1261
Northwest Palmdale,292.5764322,482.3105025,7.858432462,2.061587154,1.865,2.1149,0.6323,1.7052,53982.93893,10.89642333,101468.8244,11.52750688,5925,7.858432462,753.9671593,6.625348812,2607,0.44,2630,0.443881857,3739,0.631054852,508,0.085738397,0.082260306,0.006582278,39,0.006560709,0,0,0,413,207
Universal City,292.5764322,482.3105025,0.505893234,-0.681429632,0,0,0,0,53982.93893,10.89642333,101468.8244,11.52750688,0,0.505893234,0,,0,,0,,0,,0,,,,0,,0,,,0,0
Sawtelle,292.5764322,482.3105025,0.244979402,-1.406581145,1.37224,0.85867,0.76332,2.47051,13350,9.499271664,26432,10.18233068,39283,2.449794024,16035.22566,9.682543185,20062,0.510704376,19492,0.496194283,23952,0.609729399,8123,0.206781559,0.187956947,0.021434208,842,0.021207726,11,0.000280019,0.00027998,2826,2481
Angeles Crest,292.5764322,482.3105025,1.6988,0.529922119,1.2961,1.54785,0.78865,1.6988,674,6.513230111,1277,7.152268856,887,457.2441058,1.939882852,0.662627586,617,0.695603157,282,0.317925592,652,0.735062007,9,0.010146561,0.01009543,0.004509583,4,0.004499445,0,0,0,81,70
Historic South-Central,292.5764322,482.3105025,0.235874989,-1.444453322,3.530491667,2.289841667,1.9326,2.916916667,55698,10.92769952,110231,11.61033344,47463,2.830499862,16768.41629,9.727252413,23664,0.49857784,23150,0.487748351,18530,0.390409372,489,0.010302762,0.01025005,0.006889577,327,0.006865952,12,0.000252829,0.000252797,23872,667
Central-Alameda,292.5764322,482.3105025,0.210189257,-1.55974693,3.57486,2.34105,1.95255,2.79672,12448,9.429315246,23861,10.08000061,45709,2.101892569,21746.59194,9.987212332,21210,0.464022403,21458,0.46944803,15841,0.346561946,221,0.004834934,0.004823283,0.012798355,585,0.012717148,9,0.000196898,0.000196879,21428,365
Ridge Route,292.5764322,482.3105025,2.030966667,0.70851187,1.917466667,2.2088,0.5568,2.030966667,555,6.318968114,1095,6.998509642,10193,526.094474,19.37484711,2.963975684,5316,0.521534386,4751,0.466104189,7858,0.77092122,588,0.057686648,0.056084116,0.002452664,25,0.002449661,8,0.000784852,0.000784544,669,573
West Compton,292.5764322,482.3105025,0.744003303,-0.295709805,2.9094,2.8832,1.5704,3.02775,639,6.459904454,1427,7.263329617,4366,1.488006606,2934.126759,7.984165161,1806,0.413650939,2104,0.481905634,965,0.221026111,189,0.043289052,0.042378273,0.00526798,23,0.005254153,0,0,0,688,37
San Pedro,292.5764322,482.3105025,0.772763623,-0.257782069,2.028420833,2.1242375,0.990091667,2.208104167,32538,10.39016392,62196,11.03804597,91182,18.54632694,4916.445196,8.500341027,44417,0.487124652,45693,0.501118642,56159,0.615900068,6237,0.068401658,0.066163754,0.00382751,349,0.003820204,480,0.005264197,0.00525039,13983,7103
Hansen Dam,292.5764322,482.3105025,2.463511842,0.90158791,0,1.9428,0.5439,0,53982.93893,10.89642333,101468.8244,11.52750688,12,2.463511842,4.871094912,1.58331874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Long Beach,292.5764322,482.3105025,0.413700704,-0.882612504,2.123838053,1.853464602,1.033947788,2.390020354,291603,12.58314857,548552,13.21503736,475892,46.74817958,10179.90442,9.228170901,235312,0.494465131,241311,0.507070932,253638,0.532973868,62807,0.131977423,0.123966035,0.011805199,5618,0.011736061,4405,0.009256302,0.009213725,62150,26187
Windsor Square,292.5764322,482.3105025,0.301266703,-1.19975935,1.37205,1.5829,1.4004,2.5027,8089,8.998260393,17590,9.775085838,6793,0.602533407,11274.06368,9.330260117,3464,0.5099367,4053,0.596643604,2650,0.390107464,3652,0.537612248,0.430230725,0,0,0,0,0,0,490,439
Topanga,292.5764322,482.3105025,15.28824074,2.727083954,0.7151,1.9639,0.0484,1.60025,11692,9.366660126,19793,9.893083619,9727,30.57648148,318.1203176,5.762429668,4711,0.48432199,5111,0.525444639,8739,0.898427059,477,0.049038758,0.047874276,0.003084199,30,0.003079453,0,0,0,86,381
